Institution ID,Inscription ID,Role,Uncertain,Notes
1002,352,Sponsor,FALSE,
1000,353,Sponsor,FALSE,
1001,353,Sponsor,FALSE,
1002,353,Sponsor,FALSE,
1000,362,Sponsor,FALSE,
1001,362,Sponsor,FALSE,
1002,362,Sponsor,FALSE,
1000,372,Sponsor,FALSE,
1000,378,Sponsor,FALSE,
1001,378,Sponsor,FALSE,
1002,381,Sponsor,FALSE,
1000,383,Sponsor,FALSE,
1001,383,Sponsor,FALSE,
1002,383,Sponsor,FALSE,
1000,389,Sponsor,FALSE,
1001,389,Sponsor,FALSE,
1002,389,Sponsor,FALSE,
1001,394,Sponsor,FALSE,
1002,396,Sponsor,FALSE,
1000,402,Sponsor,FALSE,
1001,402,Sponsor,FALSE,
1002,402,Sponsor,FALSE,
1000,410,Sponsor,FALSE,
1002,410,Sponsor,FALSE,
1000,414,Sponsor,FALSE,
1001,414,Sponsor,FALSE,
1002,414,Sponsor,FALSE,
1002,421,Sponsor,FALSE,
1000,427,Sponsor,FALSE,
1001,427,Sponsor,FALSE,
1015,435,Sponsor,FALSE,
1017,435,Sponsor,FALSE,
1009,438,Sponsor,FALSE,
1000,439,Sponsor,FALSE,
1000,440,Sponsor,FALSE,
1001,440,Sponsor,FALSE,
1002,440,Sponsor,FALSE,
1000,441,Sponsor,FALSE,
1001,441,Sponsor,FALSE,
1012,448,Sponsor,FALSE,
1000,455,Sponsor,FALSE,
1001,455,Sponsor,FALSE,
1002,455,Sponsor,FALSE,
1024,457,Sponsor,FALSE,
1010,457,Sponsor,FALSE,
1005,470,Sponsor,FALSE,
1000,483,Sponsor,FALSE,
1001,483,Sponsor,FALSE,
1002,483,Sponsor,FALSE,
1000,487,Sponsor,FALSE,
1000,488,Sponsor,FALSE,
1000,490,Sponsor,FALSE,
1015,490,Sponsor,FALSE,
1012,491,Sponsor,FALSE,
1000,492,Sponsor,FALSE,
1001,492,Sponsor,FALSE,
1002,492,Sponsor,FALSE,
1000,493,Sponsor,FALSE,
1000,503,Sponsor,FALSE,
1001,503,Sponsor,FALSE,
1002,503,Sponsor,FALSE,
1003,514,Sponsor,FALSE,
1002,517,Sponsor,FALSE,
1000,519,Sponsor,FALSE,
1001,519,Sponsor,FALSE,
1002,519,Sponsor,FALSE,
1000,522,Sponsor,FALSE,
1002,522,Sponsor,FALSE,
1000,528,Sponsor,FALSE,
1000,529,Sponsor,FALSE,
1012,532,Sponsor,FALSE,
1000,539,Sponsor,FALSE,
1001,539,Sponsor,FALSE,
1002,539,Sponsor,FALSE,
1016,551,Sponsor,FALSE,
1000,558,Sponsor,FALSE,
1001,558,Sponsor,FALSE,
1002,558,Sponsor,FALSE,
1000,570,Sponsor,FALSE,
1001,570,Sponsor,FALSE,
1002,570,Sponsor,FALSE,
1000,571,Sponsor,FALSE,
1001,571,Sponsor,FALSE,
1002,571,Sponsor,FALSE,
1000,572,Sponsor,FALSE,
1002,572,Sponsor,FALSE,
1000,573,Sponsor,FALSE,
1001,573,Sponsor,FALSE,
1002,573,Sponsor,FALSE,
1000,574,Sponsor,FALSE,
1002,575,Sponsor,FALSE,
1000,576,Sponsor,FALSE,
1001,577,Sponsor,FALSE,
1001,578,Sponsor,FALSE,
1000,579,Sponsor,FALSE,
1000,587,Sponsor,FALSE,
1000,588,Sponsor,FALSE,
1001,588,Sponsor,FALSE,
1002,588,Sponsor,FALSE,
1020,588,Sponsor,FALSE,
1006,589,Sponsor,FALSE,
1002,601,Sponsor,TRUE,
1000,604,Sponsor,FALSE,
1001,604,Sponsor,FALSE,
1002,604,Sponsor,FALSE,
1000,620,Sponsor,FALSE,
1001,620,Sponsor,FALSE,
1002,620,Sponsor,FALSE,
1000,623,Sponsor,FALSE,
1013,624,Sponsor,FALSE,
1000,626,Sponsor,FALSE,
1001,626,Sponsor,FALSE,
1002,626,Sponsor,FALSE,
1000,630,Sponsor,FALSE,
1001,630,Sponsor,FALSE,
1002,630,Sponsor,FALSE,
1000,632,Sponsor,FALSE,
1001,632,Sponsor,FALSE,
1002,632,Sponsor,FALSE,
1000,633,Sponsor,FALSE,
1000,634,Sponsor,FALSE,
1000,635,Sponsor,FALSE,
1001,636,Sponsor,FALSE,
1000,638,Sponsor,FALSE,
1001,638,Sponsor,FALSE,
1002,638,Sponsor,FALSE,
1000,645,Sponsor,FALSE,
1001,645,Sponsor,FALSE,
1002,645,Sponsor,FALSE,
1000,654,Sponsor,FALSE,
1001,654,Sponsor,FALSE,
1002,654,Sponsor,FALSE,
1002,660,Sponsor,FALSE,
1000,662,Sponsor,TRUE,
1000,667,Sponsor,FALSE,
1002,677,Sponsor,FALSE,
1002,678,Sponsor,FALSE,
1002,679,Sponsor,FALSE,
1002,680,Sponsor,FALSE,
1002,681,Sponsor,FALSE,
1000,682,Sponsor,FALSE,
1002,682,Sponsor,FALSE,
1000,691,Sponsor,FALSE,
1001,691,Sponsor,FALSE,
1002,691,Sponsor,FALSE,
1000,692,Sponsor,FALSE,
1001,692,Sponsor,FALSE,
1002,692,Sponsor,FALSE,
1000,693,Sponsor,FALSE,
1001,693,Sponsor,FALSE,
1002,693,Sponsor,FALSE,
1000,694,Sponsor,FALSE,
1001,694,Sponsor,FALSE,
1002,694,Sponsor,FALSE,
1000,695,Sponsor,FALSE,
1001,695,Sponsor,FALSE,
1002,695,Sponsor,FALSE,
1000,696,Sponsor,FALSE,
1001,696,Sponsor,FALSE,
1002,696,Sponsor,FALSE,
1002,703,Sponsor,FALSE,
1002,704,Sponsor,FALSE,
