ID,Raw Text,Text,Lemmata,Character Count,Word Count
361,"[— — — — — — — — — — — — — — — — —]
[— — — — — — — —]#⁷[— — — —]Ι̣Ο̣[— — —]
[ἀνα]θέντα τὰ ἐν αὐτῷ ἀγάλματα τῶν Σεβασ-
[τ]ῶν ἐκ τῶν ἰδίων καὶ ἀρχιερέα πρῶτον γενόμε-
[νο]ν τῶν Σεβαστῶν ἀνέθηκαν.",ΙΟ ἀναθέντα τὰ ἐν αὐτῷ ἀγάλματα τῶν Σεβαστῶν ἐκ τῶν ἰδίων καὶ ἀρχιερέα πρῶτον γενόμενον τῶν Σεβαστῶν ἀνέθηκαν,ιο ἀνατίθημι τὰ ἐν αὐτός ἄγαλμα ὁ σεβαστός ἐκ ὁ ἰδέω καὶ ἀρχιερεύς πρότερος γίγνομαι ὁ σεβαστός ἀνατίθημι,92,18
362,"ἡ ἐξ Ἀρείου πάγου βουλὴ
καὶ ἡ βουλὴ τῶν ἑξακοσίων
καὶ ὁ δῆμος ὁ Ἀθηναίων Ἰού-
λιον Νικάνορα 〚ν̣[έον Ὅμηρον]〛
〚κ̣[αὶ νέον Θεμιστοκλέα]〛.",ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ὁ Ἀθηναίων Ἰούλιον Νικάνορα νέον Ὅμηρον καὶ νέον Θεμιστοκλέα,ὁ ἐκ ἄρειος πάγος βουλὴ καὶ ὁ βουλὴ ὁ ἑξακόσιοι καὶ ὁ δῆμος ὁ ἀθηναῖος ἰούλιος νικάνωρ νέω ὅμηρος καὶ νέω θεμιστοκλέης,101,22
363,[— — — Αὐτ]ο̣κράτορο̣ς [— — — — — — — — c.40 — — — — — — — —] ὁ̣ ἀ̣ρ̣χ̣ιερεὺς τῶ̣ν̣ Σεβ̣αστῶ̣ν. vac.,Αὐτοκράτορος ὁ ἀρχιερεὺς τῶν Σεβαστῶν,αὐτοκράτωρ ὁ ἀρχιερεὺς ὁ σεβαστός,33,5
364,"Τιβέριος Κλαύδιος Ἡρώδου [υἱὸς]
Ἵππαρχος Μαραθώνιος τὴν ἑαυτοῦ
θυγατέρα Κλαυδίαν Ἀλκί<α>ν μυηθεῖσαν
<ἀ>φ’ ἑστίας Δήμητρι καὶ Κόρῃ vv ἐπὶ ἱερείας
Κλεοῦς τῆς Εὐκλέους Φλυέως, γόνῳ δὲ
Νεικοδήμου Ἑρμείου θυγατρός.",Τιβέριος Κλαύδιος Ἡρώδου υἱὸς Ἵππαρχος Μαραθώνιος τὴν ἑαυτοῦ θυγατέρα Κλαυδίαν Ἀλκίαν μυηθεῖσαν ἀφ ἑστίας Δήμητρι καὶ Κόρῃ ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως γόνῳ δὲ Νεικοδήμου Ἑρμείου θυγατρός,τιβέριος κλαύδιος ἡρώδης υἱὸς ἵππαρχος μαραθώνιος τὴν ἑαυτοῦ θυγάτηρ κλαυδίαν ἀλκίης μυάω ἀφ ἑστιάω δήμητρι καὶ κόρη ἐπὶ ἱέρεια κλεώ ὁ εὐκλεής φλυέως γόνος δὲ νεικοδήμου ἑρμῆς θυγάτηρ,170,28
365,"[Τίτ]ον Φλάου̣[ιον Σοφο]-
κλέα Σουν[ιέα Τίτου]
Φλαουίου Κ[όνωνος υἱὸν]
μυηθέντα [ἀφ’ ἑστίας ἡ τή]-
θ̣η Φλαουί[α Σοφία Δήμητρι]
καὶ Κόρη[ι ἀνέθηκεν].",Τίτον Φλάουιον Σοφοκλέα Σουνιέα Τίτου Φλαουίου Κόνωνος υἱὸν μυηθέντα ἀφ ἑστίας ἡ τή θη Φλαουία Σοφία Δήμητρι καὶ Κόρηι ἀνέθηκεν,τίτος φλάουιον σοφοκλέης σουνιέα τίτος φλαουίου κόνων υἱὸν μυάω ἀφ ἑστιάω ὁ τή θη φλαουία σοφία δήμητρι καὶ κόρη ἀνατίθημι,108,20
366,"[Τ(ίτον) Φλ(άουιον) Κ]όν̣ων̣α Κόνωνος Σουνιέα   Φλ(αουία) 
[Σοφί]α Πο(πλίου)  Λι(κιννίου)  Ἀττικοῦ ἐξ Οἴου θυγάτηρ
[τὸν] ἑαυτῆς υἱὸν Δήμητρι καὶ Κόρῃ
[ἀνέ]θ̣ηκεν.",Τίτον Φλάουιον Κόνωνα Κόνωνος Σουνιέα Φλαουία Σοφία Ποπλίου Λικιννίου Ἀττικοῦ ἐξ Οἴου θυγάτηρ τὸν ἑαυτῆς υἱὸν Δήμητρι καὶ Κόρῃ ἀνέθηκεν,τίτος φλάουιον κόνων κόνων σουνιέα φλαουία σοφία πόπλιος λικιννίου ἀττικός ἐκ οἴομαι θυγάτηρ τὸν ἑαυτοῦ υἱὸν δήμητρι καὶ κόρη ἀνατίθημι,116,20
367,"Τί(τον) Φλ(άουιον)  Σοφοκλ[έα Κόνωνος Σουνιέα]
Φλα(ουία)  Σοφία  Π(οπλίου) [ Λι(κιννίου)  Ἀττικοῦ ἐξ Οἴου θυ]-
γάτηρ τὸν ἑα[υτῆς υἱὸν Δήμητρι καὶ]
[Κ]όρῃ ἀνέθηκ[εν].",Τίτον Φλάουιον Σοφοκλέα Κόνωνος Σουνιέα Φλαουία Σοφία Ποπλίου Λικιννίου Ἀττικοῦ ἐξ Οἴου θυγάτηρ τὸν ἑαυτῆς υἱὸν Δήμητρι καὶ Κόρῃ ἀνέθηκεν,τίτος φλάουιον σοφοκλέης κόνων σουνιέα φλαουία σοφία πόπλιος λικιννίου ἀττικός ἐκ οἴομαι θυγάτηρ τὸν ἑαυτοῦ υἱὸν δήμητρι καὶ κόρη ἀνατίθημι,118,20
368,"[— — — — — — — — — — — — — — — — — — —]
[— — — — — — — — — — — — |․]#⁷Ι̣#⁷[— — — —]
[— — — — — — — — — — — ἐξ]| Οἴου θ[υγάτηρ]
[             Δήμητρι καὶ Κόρῃ ἀνέ]|θηκεν.",Ι ἐξ Οἴου θυγάτηρ Δήμητρι καὶ Κόρῃ ἀνέθηκεν,ι ἐκ οἴομαι θυγάτηρ δήμητρι καὶ κόρη ἀνατίθημι,36,8
369,"Κλαυδία Τατάριον Μενάνδρου Γαργ<η>ττίου θυγάτηρ ἱέρε<ι>α τῆς [Δήμητρος καὶ τῆς Κόρης — — —]
ἐπιμελ<ηθ>έντων τῆς κατασκευῆς καὶ καθιερώσεω[ς — — — — — — — — — — — — — — — — — — —]",Κλαυδία Τατάριον Μενάνδρου Γαργηττίου θυγάτηρ ἱέρεια τῆς Δήμητρος καὶ τῆς Κόρης ἐπιμεληθέντων τῆς κατασκευῆς καὶ καθιερώσεως,κλαυδία τατάριον μένανδρος γαργηττίου θυγάτηρ ἱέρεια ὁ δημήτηρ καὶ ὁ κόρη ἐπιμελέομαι ὁ κατασκευάζω καὶ καθιέρωσις,109,16
370,"[Πούπλ]ιος Φούλβιος Μάξιμο̣ς̣
[Σουνιε]ὺς μυηθέντα ἀφ’ ἑ-
[στίας] Πούπλιον Φούλβιον Μη-
[τρόδωρ]ον τὸν ἑαυτοῦ υἱὸν Δή-
[μητρι κ]αὶ Κόρῃ ἀνέθ̣ηκεν.",Πούπλιος Φούλβιος Μάξιμος Σουνιεὺς μυηθέντα ἀφ ἑστίας Πούπλιον Φούλβιον Μητρόδωρον τὸν ἑαυτοῦ υἱὸν Δή μητρι καὶ Κόρῃ ἀνέθηκεν,πούπλιος φούλβιος μάξιμος σουνιεὺς μυάω ἀφ ἑστιάω πούπλιος φούλβιον μητρόδωρος τὸν ἑαυτοῦ υἱὸν δή μητρι καὶ κόρη ἀνατίθημι,108,18
371,"ἱερόφαντιν τῆς Νεω-
τέρας v Κλ(αυδίαν) Φιλοξέναν
Τι(βερίου) Κλαυδίου Πάτρωνος
Μελιτέως θυγατέρα
ἀργυρώσασαν τὸν βωμὸν
τῆς νεωτέρας Θεοῦ,
ἐπιμεληθέντος τῆς
ἀναθέσεως τοῦ υἱοῦ
αὐτῆς Τι(βερίου) Κλ(αυδίου) Λυσιάδου
τοῦ Τι(βερίου) Κλ(αυδίου) Πάτρωνος υἱοῦ
Μελιτέως.
vac. 0.08 m.
ἐπὶ ἱερείας Κλ(αυδίας) Τιμοθέας.",ἱερόφαντιν τῆς Νεωτέρας Κλαυδίαν Φιλοξέναν Τιβερίου Κλαυδίου Πάτρωνος Μελιτέως θυγατέρα ἀργυρώσασαν τὸν βωμὸν τῆς νεωτέρας Θεοῦ ἐπιμεληθέντος τῆς ἀναθέσεως τοῦ υἱοῦ αὐτῆς Τιβερίου Κλαυδίου Λυσιάδου τοῦ Τιβερίου Κλαυδίου Πάτρωνος υἱοῦ Μελιτέως ἐπὶ ἱερείας Κλαυδίας Τιμοθέας,ἱερόφαντις ὁ νέος κλαυδίαν φιλοξέναν τιβέριος κλαύδιος πάτρων μελιτεύς θυγάτηρ ἀργυρώσασαν τὸν βωμὸν ὁ νέος θεάομαι ἐπιμελέομαι ὁ ἀνάθεσις ὁ υἱός αὐτός τιβέριος κλαύδιος λυσιάδου ὁ τιβέριος κλαύδιος πάτρων υἱός μελιτεύς ἐπὶ ἱέρεια κλαυδίας τιμοθέας,238,35
372,"[— — — — — — — — — — — — — — — — — —]
vacat
[κατ]ὰ τὸν Ἀρεοπαγειτῶν ὑπομν[η]ματ̣ι̣σμ̣ό̣ν̣
vac. 0.045 m.
ἐπὶ ἱερείας  Κλ(αυδίας)  Τειμοθέας
τῆς Τειμοθέου Γαργηττίου θυ(γατρός).",κατὰ τὸν Ἀρεοπαγειτῶν ὑπομνηματισμόν ἐπὶ ἱερείας Κλαυδίας Τειμοθέας τῆς Τειμοθέου Γαργηττίου θυγατρός,κατὰ τὸν ἀρεοπαγειτῶν ὑπομνηματισμός ἐπὶ ἱέρεια κλαυδίας τειμοθέας ὁ τειμοθέου γαργηττίου θυγάτηρ,90,12
373,"Κλαύδιος καὶ Κλαυδία
Γ(άιον) ∙ Κλαύδιον Σειλι-
ανὸν Πολύκριτον
τὸν υἱὸν μυηθέντα
ἀφ’ ἑστίας ταῖν Θε-
αῖν ἀνέθηκαν
ἐπὶ ἱερείας Κλαυδίας
Τειμοθέας τῆς Τειμο-
θέου Γαργηττίου θυ-
[γατρός].",Κλαύδιος καὶ Κλαυδία Γάιον Κλαύδιον Σειλιανὸν Πολύκριτον τὸν υἱὸν μυηθέντα ἀφ ἑστίας ταῖν Θεαῖν ἀνέθηκαν ἐπὶ ἱερείας Κλαυδίας Τειμοθέας τῆς Τειμοθέου Γαργηττίου θυ γατρός,κλαύδιος καὶ κλαυδία γάιος κλαύδιος σειλιανὸν πολύκριτος τὸν υἱὸν μυάω ἀφ ἑστιάω ὁ θεά ἀνατίθημι ἐπὶ ἱέρεια κλαυδίας τειμοθέας ὁ τειμοθέου γαργηττίου θυ γατρός,147,24
374,"Ζώπυρον Ͻ
Πιραιέα 
μυηθέντα
ἀφ’ ἑστίας
ἐπὶ ἱερείας
Κλ(αυδίας)  Τειμοθέας.",Ζώπυρον Πιραιέα μυηθέντα ἀφ ἑστίας ἐπὶ ἱερείας Κλαυδίας Τειμοθέας,ζώπυρος πιραιέα μυάω ἀφ ἑστιάω ἐπὶ ἱέρεια κλαυδίας τειμοθέας,57,9
375,"[— — — — — — — — —]
[— — — — — ἕν]ε̣κε̣[ν].
vac. 0.102 m.
[ἐπὶ ἱερείας Κλα]υδίας
[Τιμοθέας τῆς] Τιμοθ̣[έου]
[Γαργηττίου θυγατρός].",ἕνεκεν ἐπὶ ἱερείας Κλαυδίας Τιμοθέας τῆς Τιμοθέου Γαργηττίου θυγατρός,ἕνεκα ἐπὶ ἱέρεια κλαυδίας τιμοθέας ὁ τιμόθεος γαργηττίου θυγάτηρ,61,9
376,"vacat
[ἐπὶ ἱερείας Κλ(αυδίας) Τ]ι̣μοθέ̣[ας?]
vacat",ἐπὶ ἱερείας Κλαυδίας Τιμοθέας,ἐπὶ ἱέρεια κλαυδίας τιμοθέας,26,4
377,"[— — — — — — — — — — — — —]
[Ἀμμώνιος nomen patris Χολλείδης]
τὴν γενομένην ἑαυτοῦ γ[υναῖκα]
καὶ ὁ κῆρυξ τῆς ἐξ Ἀρείου πά[γου]
βουλῆς Θράσυλλος Ἀμμω[νίου]
Χολλείδης τὴν ἑαυτοῦ μη[τέρα]
ἀνέθηκαν ἀρετῆς ἕνεκ̣ε[ν]
καὶ τῆς πρὸς τὰς Θεὰς εὐσεβ[είας].",Ἀμμώνιος Χολλείδης τὴν γενομένην ἑαυτοῦ γυναῖκα καὶ ὁ κῆρυξ τῆς ἐξ Ἀρείου πάγου βουλῆς Θράσυλλος Ἀμμωνίου Χολλείδης τὴν ἑαυτοῦ μητέρα ἀνέθηκαν ἀρετῆς ἕνεκεν καὶ τῆς πρὸς τὰς Θεὰς εὐσεβείας,ἀμμώνιος χολλείδης τὴν γίγνομαι ἑαυτοῦ γυνή καὶ ὁ κήρυξ ὁ ἐκ ἄρειος πάγος βουλή θράσυλλος ἀμμώνιος χολλείδης τὴν ἑαυτοῦ μήτηρ ἀνατίθημι ἀρετάω ἕνεκα καὶ ὁ πρὸς τὰς θεὰς εὐσέβεια,160,29
378,"[ἡ βουλὴ ἡ] ἐξ Ἀρείου πάγου καὶ
ἡ̣ β̣ο̣υ̣λὴ τῶν  Χ  vac.
Ἐράτωνα Ἐράτωνος #⁵⁶ Βησαιέα
ἀρετῆς  ἕνεκεν. #⁵⁶",ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν Χ Ἐράτωνα Ἐράτωνος Βησαιέα ἀρετῆς ἕνεκεν,ὁ βουλὴ ὁ ἐκ ἄρειος πάγος καὶ ὁ βουλὴ ὁ χ ἐράτων ἐράτων βησαιέα ἀρετάω ἕνεκα,67,16
379,"[— — — — — — — — — — — — —] θ̣υγάτηρ ἱέρηα v
[τῆς Δήμητρος καὶ τῆς Κόρης καὶ] τὰ γένη ἐξ ὧ[ν]
[αἱ ἱέρειαι γίγνονται, — — — —]δαι, Φιλλεῖδαι̣,
[εὐσεβείας ἕνεκα καὶ τῆς εἰς αὐτ]ὰ εὐεργεσίας. vac.
vacat",θυγάτηρ ἱέρηα τῆς Δήμητρος καὶ τῆς Κόρης καὶ τὰ γένη ἐξ ὧν αἱ ἱέρειαι γίγνονται δαι Φιλλεῖδαι εὐσεβείας ἕνεκα καὶ τῆς εἰς αὐτὰ εὐεργεσίας,θυγάτηρ ἱέρηα ὁ δημήτηρ καὶ ὁ κόρη καὶ τὰ γένος ἐκ ὅς ὁ ἱέρεια γίγνομαι δαι φιλλεῖδαι εὐσέβεια ἕνεκα καὶ ὁ εἰς αὐτὰ εὐεργεσία,114,24
380,"κούρην υἱῆος περιώνυμον
Ἱερόφαντις
θῆκε Θεαῖς ἰδίαις μύστιν
Ἀθηναΐδα.",κούρην υἱῆος περιώνυμον Ἱερόφαντις θῆκε Θεαῖς ἰδίαις μύστιν Ἀθηναΐδα,κόρη υἱός περιώνυμος ἱερόφαντις τίθημι θεά ἴδιος μύστις ἀθηναΐδα,60,9
381,"ὁ δῆμος
[․․․․5-7․․․]ππον Ἡρακλείτ[ου]
[Γαρ]γ̣ήττιον ἀρετῆς
[ἕνεκ]εν καὶ σωφροσύνης.",ὁ δῆμος ππον Ἡρακλείτου Γαργήττιον ἀρετῆς ἕνεκεν καὶ σωφροσύνης,ὁ δῆμος ππον ἡράκλειτος γαργήττιον ἀρετάω ἕνεκα καὶ σωφρόσυνος,55,9
382,[— — — — Κλα]ύδιον [Θ]εόφιλον καὶ Κλαύδιον Σ[ώστρατον? — — — — —],Κλαύδιον Θεόφιλον καὶ Κλαύδιον Σώστρατον,κλαύδιος θεόφιλος καὶ κλαύδιος σώστρατος,36,5
383,"ἡ βουλὴ ἡ ἐξ Ἀρείου πά̣[γου καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆ]-
μος Τίτον Φλαούιο[ν — — — — — — — — — — — — — —]",ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆμος Τίτον Φλαούιον,ὁ βουλὴ ὁ ἐκ ἄρειος πάγος καὶ ὁ βουλὴ ὁ χ καὶ ὁ δῆμος τίτος φλαούιον,55,16
384,"Λ(ούκιον) Πομπήιον
[․․․․c.8․․․․]ου̣
[— — — — —]",Λούκιον Πομπήιον ου,λούκιος πομπήιος ου,17,3
385,"[Λού]κιον [Πομπήιον — — —]
[Πομ]πηίο̣[υ — — — — — —]
[— — — — — — — — — — —]",Λούκιον Πομπήιον Πομπηίου,λούκιος πομπήιος πομπήιος,23,3
386,Ἀγαθοκλῆς Ͻ Κηφεισιεὺς ἐποίει.,Ἀγαθοκλῆς Κηφεισιεὺς ἐποίει,ἀγάθοκλεης κηφεισιεὺς ποιέω,25,3
387,"crown molding.1
Ι̣Ι̣Λ̣Ι̣[— — — — — — — —]
shaft.2
Διονυσίου Φαλη[ρέως θυ]-
[γ]άτηρ ἀνέθηκε.",ΙΙΛΙ Διονυσίου Φαληρέως θυγάτηρ ἀνέθηκε,ιιλι διονύσιος φαληρεύς θυγάτηρ ἀνατίθημι,35,5
388,"vacat
[— — — —] Φρεαρριο[— — — — — — — —]
[— — — —]ν Θεμισ[τοκλ— — — — — — —]
[— — — — —]φ[— — — — — — — — — —]
[— — — — — — — — — — — — — — — —]",Φρεαρριο ν Θεμιστοκλ φ,φρεαρριο ν θεμιστοκλ φ,19,4
389,"[ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ β]ο̣υλὴ τ[ῶ]ν ἑξακο[σί]-
[ων καὶ ὁ δῆμος — — c.9 — — Τρύφω]νος Φυ[λ]άσιον ἀρε-
[τῆς ἕνεκεν αἰτησαμένων τῶν γο]νέων [Τρ]ύφωνος
[— c.7 — Φυλασίου καὶ — c.7 — Ἄ?]β̣αντος̣ Ἀχαρνέ-
[ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν].",ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τρύφωνος Φυλάσιον ἀρετῆς ἕνεκεν αἰτησαμένων τῶν γονέων Τρύφωνος Φυλασίου καὶ Ἄβαντος Ἀχαρνέ ως θυγατρὸς Δήμητρι καὶ Κόρηι ἀνέθηκαν,ὁ βουλὴ ὁ ἐκ ἄρειος πάγος καὶ ὁ βουλὴ ὁ ἑξακόσιοι καὶ ὁ δῆμος τρύφωνος φυλάσιος ἀρετάω ἕνεκα αἰτέω ὁ γονάω τρύφωνος φυλάσιος καὶ ἄβας ἀχαρνέ ως θυγατρὸς δήμητρι καὶ κόρη ἀνατίθημι,163,32
390,"Ἀρτέ-
μιδι.",Ἀρτέμιδι,ἄρτεμις,8,1
391,"[— — — — — — — — — — — — —]
[— — — — — — — — —]#⁷ΑΟ̣[․․․․]
[— — — — — — — —]ῶν θυγά[τηρ]
[— — — — — μυηθεῖσ]αν ἀφ’ ἑστία[ς]
[Δήμητρι καὶ Κόρηι ἀνέθ]ηκαν.
[                                            ] vacat",ΑΟ ῶν θυγάτηρ μυηθεῖσαν ἀφ ἑστίας Δήμητρι καὶ Κόρηι ἀνέθηκαν,αο ῶν θυγάτηρ μυάω ἀφ ἑστιάω δήμητρι καὶ κόρη ἀνατίθημι,51,10
392,"[     ἀγαθ]ῆι τύχη[ι      ]
[— — — — — — — — —]ς  Μύστη[ς — — — — — — —]
[— — — — — — — — —]αρχος [— — — — — — — —]
[— — — — — — — — —]τ̣ιος [— — — — — — — — —]
[— — — — — — — — — — — — — — — — — — — —]",ἀγαθῆι τύχηι ς Μύστης αρχος τιος,ἀγάω τυγχάνω ς μύστης αρχος τιος,27,6
393,"[— — — — — — — — —]
[․․․․]ν v Πολ[— — —]
[ . ]ι̣έα μυηθ[έντα]
ἀφ’ ἑστίας [— —]",ν Πολ ιέα μυηθέντα ἀφ ἑστίας,ν πολ ιέα μυάω ἀφ ἑστιάω,23,6
394,"{²in corona hederacea:}²
[ἡ βουλ]ὴ̣
[καν]ηφο-
[ρήσ]ασαν
[Διο]νύσῳ
[Λην]αίωι.",ἡ βουλὴ κανηφορήσασαν Διονύσῳ Ληναίωι,ὁ βουλὴ κανηφορήσασαν διόνυσος ληναῖος,33,5
395,"frg. ab
[— — — — — — — — — — — — — — — — —]
Κλαυδί̣[αν — — — — — — — — — — — — —]
θυγατ[έρα μυηθεῖσα]ν̣ ἀφ’ ἑστ[ίας]
ἐπὶ ἱερ[είας ․․․․․11-14․․․․․․] Διώνης.

frg. dc
[— — — — — — — — — — — — — — — — —]
Κλαυδί̣[αν — — — — — — — — — — — — —]
θυγατέ[ρα μυ]ηθεῖ[σαν̣ ἀφ’ ἑστίας]
[ἐπὶ ἱερεί]ας [․․․․․11-14․․․․․․ Διώνης].",Κλαυδίαν θυγατέρα μυηθεῖσαν ἀφ ἑστίας ἐπὶ ἱερείας Διώνης Κλαυδίαν θυγατέρα μυηθεῖσαν ἀφ ἑστίας ἐπὶ ἱερείας Διώνης,κλαυδίαν θυγάτηρ μυάω ἀφ ἑστιάω ἐπὶ ἱέρεια διώνη κλαυδίαν θυγάτηρ μυάω ἀφ ἑστιάω ἐπὶ ἱέρεια διώνη,98,16
396,"[ὁ] δῆμος [․․․․․․12-13․․․․․․]δους Ἁμαξ[αν]-
τέως θυ[γατέρα μυηθεῖσ]αν ἀφ’ ἑστίας.",ὁ δῆμος δους Ἁμαξαντέως θυγατέρα μυηθεῖσαν ἀφ ἑστίας,ὁ δῆμος δους ἁμαξαντέως θυγάτηρ μυάω ἀφ ἑστιάω,45,8
397,"[․․․6-7․․․․ Ζω?]σίμου Κυδα[․․․․6-8․․․․]
[ἡ γυνὴ ․․]όκλεια Μητροδ[ώρου․․․․]
[․․3-4․․ θυ]γάτηρ καὶ ὁ ὑὸς Μη[τρόδωρος]
[καὶ ἡ θυγ]άτηρ Ἀντιὼ Δήμ[ητρι καὶ Κόρῃ]
vacat  ἀνέθ[ηκαν].",Ζωσίμου Κυδα ἡ γυνὴ όκλεια Μητροδώρου θυγάτηρ καὶ ὁ ὑὸς Μητρόδωρος καὶ ἡ θυγάτηρ Ἀντιὼ Δήμητρι καὶ Κόρῃ ἀνέθηκαν,ζώσιμος κυδα ὁ γυνὴ όκλεια μητρόδωρος θυγάτηρ καὶ ὁ ὑὸς μητρόδωρος καὶ ὁ θυγάτηρ ἀντιὼ δήμητρι καὶ κόρη ἀνατίθημι,94,19
398,"Κου[ρ]τ̣ί̣α̣ν
Σ̣τρατονίκη[ν]
ἐκ Βησα̣ιέων
τ̣οῖν Θεοῖν̣
Δημήτριος.",Κουρτίαν Στρατονίκην ἐκ Βησαιέων τοῖν Θεοῖν Δημήτριος,κουρτίαν στρατονίκη ἐκ βησαιέων ὁ θεός δημήτριος,47,7
399,"οὔνομα Καλ̣[λ]ιστώ, μήτηρ
δέ με Καλλίκλεια
θυγατέρα ἰφθείμην εἵσατο
Καλλιμάχου·
τοῦτο δὲ πατρὶ φίλωι μοι
Ἀρήιος ὤπασεν ἕδρη
ἐς γέρας ἀθανάτων· ἱστά-
μεθ’ ἀγχίθυροι
Δηοῦς καὶ Κούρης δαιδηφό-
ρ̣ου, οὐδέ με νύκτες
[λή]σοντ’ ἠελίου κάλλ̣[ει]
[λα]μπό̣μεναι.",οὔνομα Καλλιστώ μήτηρ δέ με Καλλίκλεια θυγατέρα ἰφθείμην εἵσατο Καλλιμάχου τοῦτο δὲ πατρὶ φίλωι μοι Ἀρήιος ὤπασεν ἕδρη ἐς γέρας ἀθανάτων ἱστάμεθ ἀγχίθυροι Δηοῦς καὶ Κούρης δαιδηφό ρου οὐδέ με νύκτες λήσοντ ἠελίου κάλλει λαμπόμεναι,ὄνομα καλλιστώ μήτηρ δέ ἐγώ καλλίκλεια θυγάτηρ ἰφθείμην ἵζω καλλίμαχος οὗτος δὲ πατρὶ φίλος ἐγώ ἄρειος ὀπάζω ἕδρα εἰς γέρας ἀθάνατος ἱστάμεθ ἀγχίθυρος δηώ καὶ κόρη δαιδηφό ρου οὐδός ἐγώ νύξ λήσοντ ἥλιος κάλλος λάμπω,196,35
400,"Ἀπολλ̣ώ-
νιος Ͻ Φλυ-
εὺς Ἰάχχῳ
εὐχήν.",Ἀπολλώνιος Φλυεὺς Ἰάχχῳ εὐχήν,ἀπολλώνιος φλυεὺς ἰάχχῳ εὐχή,26,4
401,"above relief.1
Φλ(αουία) Παμφίλη̣
Κουροτρό-
below relief.3
φῳ εὐ̣χ̣ήν.",Φλαουία Παμφίλη Κουροτρό φῳ εὐχήν,φλαουία παμφίλη κουροτρό φῳ εὐχή,29,5
402,"[ἡ ἐξ Ἀρείου] π̣ά[γου]
[βουλὴ καὶ] ἡ̣ βου[λὴ]
[τῶν ․ καὶ] ὁ δῆμο̣[ς]
[ὁ Ἀθηναί]ων Τ(ίτον) [․․․]
[— — — — — — — —]",ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν καὶ ὁ δῆμος ὁ Ἀθηναίων Τίτον,ὁ ἐκ ἄρειος πάγος βουλὴ καὶ ὁ βουλὴ ὁ καὶ ὁ δῆμος ὁ ἀθηναῖος τίτος,54,15
403,"[․․․․]․ς Εὐβίου
ἐγ Μυρρινούττης
ἀνέθηκεν.
vacat",ς Εὐβίου ἐγ Μυρρινούττης ἀνέθηκεν,ς εὔβιος ἐγ μυρρινοῦττα ἀνατίθημι,29,5
404,"frg. a.1
[— — — — —] v Δήμητρι κ[αὶ Κόρῃ καὶ — — —]
[— — — — — Κό]νωνος υἱὸ[ς — — — — — — —]
<⁶¹θη̣>⁶¹[— — — — — — —]

frg. b.1
[— — — — — —]ς̣ v καὶ τῶι [— — —]
[— — — — — ἕν]ε̣κ̣[α? — vacat? — —]",Δήμητρι καὶ Κόρῃ καὶ Κόνωνος υἱὸς θη ς καὶ τῶι ἕνεκα,δήμητρι καὶ κόρη καὶ κόνων υἱὸς θη ς καὶ ὁ ἕνεκα,42,11
405,"[— — — — — — — — — — — — — — — — —]ος καὶ
[— — — — — — — — — — — — — — — — —]Υ̣ΑΣΙ
[— — — — — — — — — — — — — — — — —] διαδο-
[— — — ἐπὶ ἱερείας — — — τῆς — — — — θ]υγατρός.",ος καὶ ΥΑΣΙ διαδο ἐπὶ ἱερείας τῆς θυγατρός,ος καὶ υασι διαδο ἐπὶ ἱέρεια ὁ θυγάτηρ,35,8
406,"[— — — — — — — — — — — — — — — — — — — —]
[— — — — — — — — —]Ι̣[— — — — — — — — — — —]
[— — — — — — — ἀν]έθη[κ— — — — — — — — — —]
vac. 0.035 m.
[ἐπὶ ἱερείας — — —]άμας τῆς Μ̣[— — — — θυγατρός].",Ι ἀνέθηκ ἐπὶ ἱερείας άμας τῆς Μ θυγατρός,ι ἀνέθηκ ἐπὶ ἱέρεια άμας ὁ μ θυγάτηρ,33,8
407,"[— — — — — — — — — — — — — — —]
[— — — — —]Α[— — — — — — — —]
[— — — —]ου ὑὸ[ν — — — — — — —]
[— — — —]ρινο#⁷[— — — — — — —]
[— — — — —]ο̣[— — — — — — — —]
[— — — — — — — — — — — — — —]",Α ου ὑὸν ρινο ο,α ου ὑὸν ρινο ο,11,5
408,"[— — — — — — — — — — — —]
[— — — — —]Ο̣[— — — — — —]
[— — — —]ί̣ων μ[— — — — —]
[— — — —]ον κα[— — — — —]
[— — — —]Ι̣  Κινέ[— — — — —]
[— — — — — — — — — — — —]",Ο ίων μ ον κα Ι Κινέ,ο ίων μ ον ἄν1 ι κινέ,14,7
